x,y,z
14.289358,10.042823,8.148919
-0.116010,12.273231,8.150199
3.953923,12.159375,8.341322
8.207201,11.959609,8.076864
12.217677,12.128086,7.820054
2.075456,14.286175,8.064389
5.856679,14.215241,8.146624
10.184151,14.154093,8.160443
14.214470,14.151886,8.065339
2.116998,-0.067556,10.233171
6.376744,-0.094061,10.301406
9.894573,0.294068,10.192809
14.083952,-0.051371,9.949366
-0.104836,1.902355,10.314956
3.995345,1.993199,10.233753
8.052075,2.126812,10.163587
12.179588,1.799106,9.936985
1.955098,4.013868,10.148841
6.018812,4.039398,10.041896
10.041209,4.015503,10.196330
14.073995,3.992568,10.206955
0.118969,5.972312,10.144231
4.107995,6.333326,10.288615
8.095913,6.193058,10.308268
12.356712,5.937828,10.184922
2.114065,8.215746,10.243948
6.133503,8.163037,10.167429
10.367350,8.118816,10.263893
14.266298,7.899140,10.152343
-0.095484,10.155775,10.320733
4.186747,10.217039,10.119339
8.157303,10.175610,10.229026
12.171225,10.164945,10.047949
1.949369,12.296051,10.253515
6.244476,12.232233,10.199981
10.252153,11.994222,10.146489
14.166194,12.254718,10.149868
-0.103091,14.321723,10.268126
3.986424,14.238964,10.188400
8.188037,13.974618,9.929751
12.155004,14.024980,9.895565
0.033710,-0.056465,12.208715
4.092993,-0.095152,12.378290
8.084191,-0.191733,12.367253
12.120197,-0.070876,12.093860
1.846157,1.874053,12.204681
6.095094,2.029252,12.058208
10.260013,1.903192,12.265756
14.215563,2.136141,12.167734
0.194158,4.083450,12.295683
3.870501,4.035617,12.124565
7.969640,4.085991,12.091477
12.061189,3.895061,12.235599
2.044133,6.103060,12.158997
6.070436,6.036239,12.084075
10.110720,6.063866,12.289176
14.232323,6.177546,12.309971
-0.019049,8.085623,12.109161
4.160281,8.202301,12.128990
8.104847,8.264695,12.184817
12.180357,8.075577,12.297318
2.221887,10.201219,12.437857
6.041896,10.323002,12.242029
10.124102,10.136951,12.326223
14.122541,10.234707,12.084446
-0.152242,12.204531,12.145059
4.188951,12.147799,12.010297
8.357159,12.093230,12.290426
12.348719,12.361528,12.277964
2.074103,14.066065,12.226278
6.247890,14.081028,12.230829
10.259278,14.058655,12.073675
14.091944,14.379789,12.059210
1.932101,-0.037915,14.249626
6.234515,0.032945,14.321944
10.192575,-0.086669,14.304460
14.386766,-0.079390,14.053502
0.018673,2.047464,14.239638
3.930246,1.909859,14.309243
7.970297,2.160330,14.091774
12.242337,1.874021,14.142024
2.140666,4.006788,14.377990
5.801960,3.903861,14.097383
10.090570,4.143955,14.249396
14.349946,4.153903,14.218982
0.094155,5.911200,14.322334
4.202823,6.036689,14.340340
7.800411,6.193116,14.033734
12.198351,6.100750,14.459405
2.153078,8.051854,14.132615
6.273614,8.218375,14.231643
10.101453,8.207246,14.248107
14.410882,8.100116,14.305919
0.232430,10.049882,13.908739
4.189207,10.136874,14.362291
8.048268,10.338439,14.305410
12.269749,10.233447,14.355357
2.179998,12.263454,14.553632
5.832083,12.336555,14.352172
10.220665,12.332733,14.249754
14.269152,12.272549,14.120213
0.021659,14.099450,14.184487
4.016253,14.306634,14.430796
8.348781,14.245149,14.391917
12.232643,14.290526,14.266813
